idx,question,story,properties,answer_options,answer,question_is_multiple
"{'story': mc500.test.127, 'question': 2}",What was Grace's costume?,"Grace was very excited about Halloween. She wanted to dress up as a beautiful princess. Her brother Max wanted to be a zebra. Their mother made their costumes and got them ready to go trick-or-treating. The three of them walked through their neighborhood and saw all of the other children in their costumes. They saw their friends Mary and her sister Melissa. Mary was dressed as a princess, like Grace. The two girls said hello and looked over each other's costumes. Grace had a purple dress with a pink hat; Mary had a pink dress with a purple hat. The two girls switched hats so their hats matched their costumes. They said goodbye and went on trick-or-treating. \newlineMax and Grace walked up to the first house on their block and rang the doorbell. A large man dressed as a doggy opened the door and gave them a bunch of candy. They thanked him and moved on. The next house had a mummy standing on the front porch. They knew it was a costume, but they were too afraid to go up to him and ask for candy, so they moved on to the next house.\newlineAfter they had walked the whole neighborhood and filled their bags with candy, Grace and Max went home with their mother. They dumped the candy out on the dining room table and began to eat it. ""You had a nice Halloween, didn't you?"" their mother asked them. Max and Grace smiled and said yes, they had.","{'author': 628265703, 'work_time': 710, 'quality_score': 100, 'creativity_words': [line, cup, jacket, butt, splinter, zebra, smell, closer, tickle, face, wash, doggy, standing, top, princess]}","{'A': mummy, 'B': princess, 'C': doggy, 'D': zebra}",B,FALSE
"{'story': mc500.test.127, 'question': 3}",What color was Grace's dress?,"Grace was very excited about Halloween. She wanted to dress up as a beautiful princess. Her brother Max wanted to be a zebra. Their mother made their costumes and got them ready to go trick-or-treating. The three of them walked through their neighborhood and saw all of the other children in their costumes. They saw their friends Mary and her sister Melissa. Mary was dressed as a princess, like Grace. The two girls said hello and looked over each other's costumes. Grace had a purple dress with a pink hat; Mary had a pink dress with a purple hat. The two girls switched hats so their hats matched their costumes. They said goodbye and went on trick-or-treating. \newlineMax and Grace walked up to the first house on their block and rang the doorbell. A large man dressed as a doggy opened the door and gave them a bunch of candy. They thanked him and moved on. The next house had a mummy standing on the front porch. They knew it was a costume, but they were too afraid to go up to him and ask for candy, so they moved on to the next house.\newlineAfter they had walked the whole neighborhood and filled their bags with candy, Grace and Max went home with their mother. They dumped the candy out on the dining room table and began to eat it. ""You had a nice Halloween, didn't you?"" their mother asked them. Max and Grace smiled and said yes, they had.","{'author': 628265703, 'work_time': 710, 'quality_score': 100, 'creativity_words': [line, cup, jacket, butt, splinter, zebra, smell, closer, tickle, face, wash, doggy, standing, top, princess]}","{'A': pink, 'B': purple, 'C': blue, 'D': red}",B,TRUE
"{'story': mc500.test.128, 'question': 0}",The name of the horse was what?,"It was a boring day out on the range for cowboy Bob. He was riding around on his horse. It was a good animal, and its name was Steve. Steve was an old friend to Bob. He had been carrying Bob around on his back for almost five years, and both of them knew every inch of the range on which they rode. Bob's job was to keep watch over the cattle who ate and grew fat off the nice grass which grew on the range near the farm. It was a good job for cowboy Bob. He was a friendly cowboy with a nice beard, but he still preferred to be alone most of the time. He never got lonely on the range, with his horse Steve to keep him company and the nice view. As he did his job, he would sometimes get wet from the rain, and every day he would have to rise before the sun did, but still Bob was very happy, and he was never sad or angry or scared. Watching the sun rise orange in the distance was always a fun way for Bob to start the day. Sometimes, Bob would even sing to keep the cattle calm. Bob also had to keep the other animals away from the cattle, the wolf and the snake and the coyote. Bob and Steve were happy having each other as friends.","{'author': 3166020428, 'work_time': 682, 'quality_score': 90, 'creativity_words': [close, liar, call, rinse, orange, singing, fun, wet, wing, letting, friendly, chalk, beard, sleep, closer]}","{'A': Steve, 'B': Bob, 'C': Horse, 'D': Friends}",A,TRUE
"{'story': mc500.test.128, 'question': 1}",What animals did Bob protect?,"It was a boring day out on the range for cowboy Bob. He was riding around on his horse. It was a good animal, and its name was Steve. Steve was an old friend to Bob. He had been carrying Bob around on his back for almost five years, and both of them knew every inch of the range on which they rode. Bob's job was to keep watch over the cattle who ate and grew fat off the nice grass which grew on the range near the farm. It was a good job for cowboy Bob. He was a friendly cowboy with a nice beard, but he still preferred to be alone most of the time. He never got lonely on the range, with his horse Steve to keep him company and the nice view. As he did his job, he would sometimes get wet from the rain, and every day he would have to rise before the sun did, but still Bob was very happy, and he was never sad or angry or scared. Watching the sun rise orange in the distance was always a fun way for Bob to start the day. Sometimes, Bob would even sing to keep the cattle calm. Bob also had to keep the other animals away from the cattle, the wolf and the snake and the coyote. Bob and Steve were happy having each other as friends.","{'author': 3166020428, 'work_time': 682, 'quality_score': 90, 'creativity_words': [close, liar, call, rinse, orange, singing, fun, wet, wing, letting, friendly, chalk, beard, sleep, closer]}","{'A': Snake, 'B': Cattle, 'C': Wolf, 'D': Coyote}",B,TRUE
"{'story': mc500.test.128, 'question': 2}",What was the name of the cowboy?,"It was a boring day out on the range for cowboy Bob. He was riding around on his horse. It was a good animal, and its name was Steve. Steve was an old friend to Bob. He had been carrying Bob around on his back for almost five years, and both of them knew every inch of the range on which they rode. Bob's job was to keep watch over the cattle who ate and grew fat off the nice grass which grew on the range near the farm. It was a good job for cowboy Bob. He was a friendly cowboy with a nice beard, but he still preferred to be alone most of the time. He never got lonely on the range, with his horse Steve to keep him company and the nice view. As he did his job, he would sometimes get wet from the rain, and every day he would have to rise before the sun did, but still Bob was very happy, and he was never sad or angry or scared. Watching the sun rise orange in the distance was always a fun way for Bob to start the day. Sometimes, Bob would even sing to keep the cattle calm. Bob also had to keep the other animals away from the cattle, the wolf and the snake and the coyote. Bob and Steve were happy having each other as friends.","{'author': 3166020428, 'work_time': 682, 'quality_score': 90, 'creativity_words': [close, liar, call, rinse, orange, singing, fun, wet, wing, letting, friendly, chalk, beard, sleep, closer]}","{'A': Bob, 'B': Sun, 'C': Steve, 'D': Cattle}",A,FALSE
"{'story': mc500.test.128, 'question': 3}",How did Bob always feel?,"It was a boring day out on the range for cowboy Bob. He was riding around on his horse. It was a good animal, and its name was Steve. Steve was an old friend to Bob. He had been carrying Bob around on his back for almost five years, and both of them knew every inch of the range on which they rode. Bob's job was to keep watch over the cattle who ate and grew fat off the nice grass which grew on the range near the farm. It was a good job for cowboy Bob. He was a friendly cowboy with a nice beard, but he still preferred to be alone most of the time. He never got lonely on the range, with his horse Steve to keep him company and the nice view. As he did his job, he would sometimes get wet from the rain, and every day he would have to rise before the sun did, but still Bob was very happy, and he was never sad or angry or scared. Watching the sun rise orange in the distance was always a fun way for Bob to start the day. Sometimes, Bob would even sing to keep the cattle calm. Bob also had to keep the other animals away from the cattle, the wolf and the snake and the coyote. Bob and Steve were happy having each other as friends.","{'author': 3166020428, 'work_time': 682, 'quality_score': 90, 'creativity_words': [close, liar, call, rinse, orange, singing, fun, wet, wing, letting, friendly, chalk, beard, sleep, closer]}","{'A': Happy, 'B': Scared, 'C': Angry, 'D': Sad}",A,FALSE
"{'story': mc500.test.129, 'question': 0}",What was Steve's favorite food?,"Steve the penguin lived at the zoo. Steve loved to lie on his towel outside during the summer. In the winter Steve would get too cold and would stay in his house. Steve loved the zookeeper's helper Bob. The zookeeper's name was Joe, but he never came in to see Steve. Bob would feed Steve treats all summer long when he was working. In the spring, Tim was the zookeeper's helper and would never feed Steve treats, so Steve didn't like him. Steve loved that Bob would give him was fish more than anything. Steve also liked bananas, oranges and apples, but fish was his favorite. Steve would stick his tongue out at the visitors to the zoo, other times he turn around and show them his back because they were always looking at Steve and he didn't like that. Sometimes he would wave his arm to some visitors if they seemed to be nice. Steve loved the summer; it was his favorite time of the year. He got treats and his favorite helper Bob worked during the summer.","{'author': 3703572249, 'work_time': 615, 'quality_score': 85, 'creativity_words': [zoo, ham, summer, bible, tongue, sounding, bubble, turning, people, television, spank, straw, helper, towel, treat]}","{'A': bananas, 'B': Fish, 'C': oranges, 'D': apples}",B,TRUE
"{'story': mc500.test.129, 'question': 1}",Who was Steve's favorite helper?,"Steve the penguin lived at the zoo. Steve loved to lie on his towel outside during the summer. In the winter Steve would get too cold and would stay in his house. Steve loved the zookeeper's helper Bob. The zookeeper's name was Joe, but he never came in to see Steve. Bob would feed Steve treats all summer long when he was working. In the spring, Tim was the zookeeper's helper and would never feed Steve treats, so Steve didn't like him. Steve loved that Bob would give him was fish more than anything. Steve also liked bananas, oranges and apples, but fish was his favorite. Steve would stick his tongue out at the visitors to the zoo, other times he turn around and show them his back because they were always looking at Steve and he didn't like that. Sometimes he would wave his arm to some visitors if they seemed to be nice. Steve loved the summer; it was his favorite time of the year. He got treats and his favorite helper Bob worked during the summer.","{'author': 3703572249, 'work_time': 615, 'quality_score': 85, 'creativity_words': [zoo, ham, summer, bible, tongue, sounding, bubble, turning, people, television, spank, straw, helper, towel, treat]}","{'A': Bob, 'B': Joe, 'C': Apple, 'D': Tim}",A,TRUE
"{'story': mc500.test.129, 'question': 2}",What was the penguin's name?,"Steve the penguin lived at the zoo. Steve loved to lie on his towel outside during the summer. In the winter Steve would get too cold and would stay in his house. Steve loved the zookeeper's helper Bob. The zookeeper's name was Joe, but he never came in to see Steve. Bob would feed Steve treats all summer long when he was working. In the spring, Tim was the zookeeper's helper and would never feed Steve treats, so Steve didn't like him. Steve loved that Bob would give him was fish more than anything. Steve also liked bananas, oranges and apples, but fish was his favorite. Steve would stick his tongue out at the visitors to the zoo, other times he turn around and show them his back because they were always looking at Steve and he didn't like that. Sometimes he would wave his arm to some visitors if they seemed to be nice. Steve loved the summer; it was his favorite time of the year. He got treats and his favorite helper Bob worked during the summer.","{'author': 3703572249, 'work_time': 615, 'quality_score': 85, 'creativity_words': [zoo, ham, summer, bible, tongue, sounding, bubble, turning, people, television, spank, straw, helper, towel, treat]}","{'A': Steve, 'B': Bob, 'C': Joe, 'D': Tim}",A,FALSE
"{'story': mc500.test.129, 'question': 3}",What was the penguin's favorite time of the year?,"Steve the penguin lived at the zoo. Steve loved to lie on his towel outside during the summer. In the winter Steve would get too cold and would stay in his house. Steve loved the zookeeper's helper Bob. The zookeeper's name was Joe, but he never came in to see Steve. Bob would feed Steve treats all summer long when he was working. In the spring, Tim was the zookeeper's helper and would never feed Steve treats, so Steve didn't like him. Steve loved that Bob would give him was fish more than anything. Steve also liked bananas, oranges and apples, but fish was his favorite. Steve would stick his tongue out at the visitors to the zoo, other times he turn around and show them his back because they were always looking at Steve and he didn't like that. Sometimes he would wave his arm to some visitors if they seemed to be nice. Steve loved the summer; it was his favorite time of the year. He got treats and his favorite helper Bob worked during the summer.","{'author': 3703572249, 'work_time': 615, 'quality_score': 85, 'creativity_words': [zoo, ham, summer, bible, tongue, sounding, bubble, turning, people, television, spank, straw, helper, towel, treat]}","{'A': summer, 'B': spring, 'C': winter, 'D': treat}",A,TRUE
"{'story': mc500.test.130, 'question': 0}",What kind of tree was on the beach?,"A cowboy named Steve wanted to take a vacation from his farm that was named Raindrop.  He could not make up his mind where to go, so he saddled his horse and rode east.  The sun was setting in the west and it was orange.  A cold wind was blowing from north to south.  Steve rode through a forest of pear trees next to his farm.\newline\newlineThe first place he came to was a small town full of quiet people and its name was Silence.  No one would talk to Steve.  He kept riding.  The town was next to a forest of maple trees.\newline\newlineThe second town he came to was very cold and its name was Ice.  Steve was afraid his horse would freeze if he stayed there.  Everyone in the town was wearing large coats and mittens.  The second town was next to a forest of pine trees. \newline\newlineThe third town he came to was warm and it was named Sunny.  There were palm trees on the beach.  Steve and his horse went to the beach and played in the ocean.  Steve took off his boots.  Steve's hat got wet in the water.  He had to leave it on the beach to dry.  Eventually Steve and his horse got hot.  They rode east again.\newline\newlineEventually Steve arrived back at his farm.  This confused him because he thought he had been riding in a different direction.  Steve learned that there really was no place like home.  He put his horse in the barn and went back into his house.","{'author': 4050452632, 'work_time': 1046, 'quality_score': 95, 'creativity_words': [freeze, trashcan, orange, make, cowboy, die, cross, potty, poke, silence, horse, reading, hush, face, white]}","{'A': pear tree, 'B': pine tree, 'C': maple tree, 'D': palm tree}",D,FALSE
"{'story': mc500.test.130, 'question': 1}",Which direction did Steve ride?,"A cowboy named Steve wanted to take a vacation from his farm that was named Raindrop.  He could not make up his mind where to go, so he saddled his horse and rode east.  The sun was setting in the west and it was orange.  A cold wind was blowing from north to south.  Steve rode through a forest of pear trees next to his farm.\newline\newlineThe first place he came to was a small town full of quiet people and its name was Silence.  No one would talk to Steve.  He kept riding.  The town was next to a forest of maple trees.\newline\newlineThe second town he came to was very cold and its name was Ice.  Steve was afraid his horse would freeze if he stayed there.  Everyone in the town was wearing large coats and mittens.  The second town was next to a forest of pine trees. \newline\newlineThe third town he came to was warm and it was named Sunny.  There were palm trees on the beach.  Steve and his horse went to the beach and played in the ocean.  Steve took off his boots.  Steve's hat got wet in the water.  He had to leave it on the beach to dry.  Eventually Steve and his horse got hot.  They rode east again.\newline\newlineEventually Steve arrived back at his farm.  This confused him because he thought he had been riding in a different direction.  Steve learned that there really was no place like home.  He put his horse in the barn and went back into his house.","{'author': 4050452632, 'work_time': 1046, 'quality_score': 95, 'creativity_words': [freeze, trashcan, orange, make, cowboy, die, cross, potty, poke, silence, horse, reading, hush, face, white]}","{'A': north, 'B': west, 'C': east, 'D': south}",C,FALSE
"{'story': mc500.test.130, 'question': 2}",What did Steve leave on the beach to dry?,"A cowboy named Steve wanted to take a vacation from his farm that was named Raindrop.  He could not make up his mind where to go, so he saddled his horse and rode east.  The sun was setting in the west and it was orange.  A cold wind was blowing from north to south.  Steve rode through a forest of pear trees next to his farm.\newline\newlineThe first place he came to was a small town full of quiet people and its name was Silence.  No one would talk to Steve.  He kept riding.  The town was next to a forest of maple trees.\newline\newlineThe second town he came to was very cold and its name was Ice.  Steve was afraid his horse would freeze if he stayed there.  Everyone in the town was wearing large coats and mittens.  The second town was next to a forest of pine trees. \newline\newlineThe third town he came to was warm and it was named Sunny.  There were palm trees on the beach.  Steve and his horse went to the beach and played in the ocean.  Steve took off his boots.  Steve's hat got wet in the water.  He had to leave it on the beach to dry.  Eventually Steve and his horse got hot.  They rode east again.\newline\newlineEventually Steve arrived back at his farm.  This confused him because he thought he had been riding in a different direction.  Steve learned that there really was no place like home.  He put his horse in the barn and went back into his house.","{'author': 4050452632, 'work_time': 1046, 'quality_score': 95, 'creativity_words': [freeze, trashcan, orange, make, cowboy, die, cross, potty, poke, silence, horse, reading, hush, face, white]}","{'A': his boots, 'B': his farm, 'C': his horse, 'D': his hat}",D,TRUE
"{'story': mc500.test.130, 'question': 3}",In which town were people wearing large coats and mittens?,"A cowboy named Steve wanted to take a vacation from his farm that was named Raindrop.  He could not make up his mind where to go, so he saddled his horse and rode east.  The sun was setting in the west and it was orange.  A cold wind was blowing from north to south.  Steve rode through a forest of pear trees next to his farm.\newline\newlineThe first place he came to was a small town full of quiet people and its name was Silence.  No one would talk to Steve.  He kept riding.  The town was next to a forest of maple trees.\newline\newlineThe second town he came to was very cold and its name was Ice.  Steve was afraid his horse would freeze if he stayed there.  Everyone in the town was wearing large coats and mittens.  The second town was next to a forest of pine trees. \newline\newlineThe third town he came to was warm and it was named Sunny.  There were palm trees on the beach.  Steve and his horse went to the beach and played in the ocean.  Steve took off his boots.  Steve's hat got wet in the water.  He had to leave it on the beach to dry.  Eventually Steve and his horse got hot.  They rode east again.\newline\newlineEventually Steve arrived back at his farm.  This confused him because he thought he had been riding in a different direction.  Steve learned that there really was no place like home.  He put his horse in the barn and went back into his house.","{'author': 4050452632, 'work_time': 1046, 'quality_score': 95, 'creativity_words': [freeze, trashcan, orange, make, cowboy, die, cross, potty, poke, silence, horse, reading, hush, face, white]}","{'A': Sunny, 'B': Silence, 'C': Raindrop, 'D': Ice}",D,TRUE
"{'story': mc500.test.131, 'question': 0}",What color sneakers did Jake and his mom buy?,"Jake liked his old sneakers but they were getting too small.  He tried on sixteen different pairs of shoes at the mall with his mom.  He was looking for green shoes with blue laces.  He couldn't find any he liked and left sad.  His mom wanted to cheer him up.  They stopped for lunch at a restaurant drive-thru.  ""What do you want to order?"" asked Jake's Mom as she got a cheeseburger and a large drink.  He ordered a hamburger.  While they ate, Jake and his mom talked about different shoes Jake might try on next.  He didn't want to go back to the store, but he really wanted green shoes.  He ate some of her fries as he thought about it.  Suddenly, his mom had a great idea.  They would paint a pair of new shoes green!  Jake loved that idea.  So they went to the Art Store and bought green paint.  They went back to the mall and bought new blue shoelaces and white sneakers.  Jake was so excited about his shoes that he painted them as soon as he got home.  Afterwards, he walked around the house in his new shoes dripping green paint.","{'author': 1904494757, 'work_time': 1893, 'quality_score': 85, 'creativity_words': [smile, out, close, vanilla, twirl, liking, rock, closing, banana, blow, truck, but, mail, oink, forward]}","{'A': Green, 'B': Blue, 'C': White, 'D': Yellow}",C,FALSE
"{'story': mc500.test.131, 'question': 1}",Why were Jake's shoes dripping?,"Jake liked his old sneakers but they were getting too small.  He tried on sixteen different pairs of shoes at the mall with his mom.  He was looking for green shoes with blue laces.  He couldn't find any he liked and left sad.  His mom wanted to cheer him up.  They stopped for lunch at a restaurant drive-thru.  ""What do you want to order?"" asked Jake's Mom as she got a cheeseburger and a large drink.  He ordered a hamburger.  While they ate, Jake and his mom talked about different shoes Jake might try on next.  He didn't want to go back to the store, but he really wanted green shoes.  He ate some of her fries as he thought about it.  Suddenly, his mom had a great idea.  They would paint a pair of new shoes green!  Jake loved that idea.  So they went to the Art Store and bought green paint.  They went back to the mall and bought new blue shoelaces and white sneakers.  Jake was so excited about his shoes that he painted them as soon as he got home.  Afterwards, he walked around the house in his new shoes dripping green paint.","{'author': 1904494757, 'work_time': 1893, 'quality_score': 85, 'creativity_words': [smile, out, close, vanilla, twirl, liking, rock, closing, banana, blow, truck, but, mail, oink, forward]}","{'A': They were old., 'B': They were wet., 'C': He painted them as soon as he got home., 'D': He bought them that way.}",C,TRUE
"{'story': mc500.test.131, 'question': 2}",What did Jake eat for lunch?,"Jake liked his old sneakers but they were getting too small.  He tried on sixteen different pairs of shoes at the mall with his mom.  He was looking for green shoes with blue laces.  He couldn't find any he liked and left sad.  His mom wanted to cheer him up.  They stopped for lunch at a restaurant drive-thru.  ""What do you want to order?"" asked Jake's Mom as she got a cheeseburger and a large drink.  He ordered a hamburger.  While they ate, Jake and his mom talked about different shoes Jake might try on next.  He didn't want to go back to the store, but he really wanted green shoes.  He ate some of her fries as he thought about it.  Suddenly, his mom had a great idea.  They would paint a pair of new shoes green!  Jake loved that idea.  So they went to the Art Store and bought green paint.  They went back to the mall and bought new blue shoelaces and white sneakers.  Jake was so excited about his shoes that he painted them as soon as he got home.  Afterwards, he walked around the house in his new shoes dripping green paint.","{'author': 1904494757, 'work_time': 1893, 'quality_score': 85, 'creativity_words': [smile, out, close, vanilla, twirl, liking, rock, closing, banana, blow, truck, but, mail, oink, forward]}","{'A': A hot dog and some fries., 'B': A cheeseburger and a drink., 'C': Nachos and a drink., 'D': A hamburger and some fries.}",D,TRUE
"{'story': mc500.test.131, 'question': 3}",What color shoes did Jake want?,"Jake liked his old sneakers but they were getting too small.  He tried on sixteen different pairs of shoes at the mall with his mom.  He was looking for green shoes with blue laces.  He couldn't find any he liked and left sad.  His mom wanted to cheer him up.  They stopped for lunch at a restaurant drive-thru.  ""What do you want to order?"" asked Jake's Mom as she got a cheeseburger and a large drink.  He ordered a hamburger.  While they ate, Jake and his mom talked about different shoes Jake might try on next.  He didn't want to go back to the store, but he really wanted green shoes.  He ate some of her fries as he thought about it.  Suddenly, his mom had a great idea.  They would paint a pair of new shoes green!  Jake loved that idea.  So they went to the Art Store and bought green paint.  They went back to the mall and bought new blue shoelaces and white sneakers.  Jake was so excited about his shoes that he painted them as soon as he got home.  Afterwards, he walked around the house in his new shoes dripping green paint.","{'author': 1904494757, 'work_time': 1893, 'quality_score': 85, 'creativity_words': [smile, out, close, vanilla, twirl, liking, rock, closing, banana, blow, truck, but, mail, oink, forward]}","{'A': Green, 'B': Yellow, 'C': Red, 'D': Blue}",A,FALSE
"{'story': mc500.test.132, 'question': 0}",Why does Robert come to West Texas?,"Oil is plentiful in West Texas. When people think of West Texas they think of these machines called ""pump-jacks."" A pump-jack is a machine that pulls Oil out of the Earth. Robert's job is to fix pump-jacks. So he travels to West Texas to see if he can help. Steve owns many pump-jacks and is having a very tough time keeping them working. During the summer in West Texas the temperature can be over 100, which causes these machines to break often. Robert runs into Steve at a restaurant on a very hot day. After they talked about the weather for a few seconds, Steve says ""my machines keep breaking because of this heat!"" Robert says ""Steve, I think you and I are both in luck because I fix pump-jacks."" Immediately, they both travel out to Steve's land and Robert gets to work!","{'author': 3794927112, 'work_time': 1330, 'quality_score': 80, 'creativity_words': [heading, hide, truth, soda, digging, stone, call, win, sand, elbow, doggy, throw, welcome, pink, holding]}","{'A': Oil, 'B': Restaurants, 'C': Pump-Jacks, 'D': Telephones}",C,TRUE
"{'story': mc500.test.132, 'question': 1}",What is a pump-jack?,"Oil is plentiful in West Texas. When people think of West Texas they think of these machines called ""pump-jacks."" A pump-jack is a machine that pulls Oil out of the Earth. Robert's job is to fix pump-jacks. So he travels to West Texas to see if he can help. Steve owns many pump-jacks and is having a very tough time keeping them working. During the summer in West Texas the temperature can be over 100, which causes these machines to break often. Robert runs into Steve at a restaurant on a very hot day. After they talked about the weather for a few seconds, Steve says ""my machines keep breaking because of this heat!"" Robert says ""Steve, I think you and I are both in luck because I fix pump-jacks."" Immediately, they both travel out to Steve's land and Robert gets to work!","{'author': 3794927112, 'work_time': 1330, 'quality_score': 80, 'creativity_words': [heading, hide, truth, soda, digging, stone, call, win, sand, elbow, doggy, throw, welcome, pink, holding]}","{'A': Warms up Oil, 'B': Pushes water, 'C': Pulls water out of the earth, 'D': A pump-jack is a machine that pulls Oil out of the Earth.}",D,FALSE
"{'story': mc500.test.132, 'question': 2}",What is Steve's problem?,"Oil is plentiful in West Texas. When people think of West Texas they think of these machines called ""pump-jacks."" A pump-jack is a machine that pulls Oil out of the Earth. Robert's job is to fix pump-jacks. So he travels to West Texas to see if he can help. Steve owns many pump-jacks and is having a very tough time keeping them working. During the summer in West Texas the temperature can be over 100, which causes these machines to break often. Robert runs into Steve at a restaurant on a very hot day. After they talked about the weather for a few seconds, Steve says ""my machines keep breaking because of this heat!"" Robert says ""Steve, I think you and I are both in luck because I fix pump-jacks."" Immediately, they both travel out to Steve's land and Robert gets to work!","{'author': 3794927112, 'work_time': 1330, 'quality_score': 80, 'creativity_words': [heading, hide, truth, soda, digging, stone, call, win, sand, elbow, doggy, throw, welcome, pink, holding]}","{'A': Keeping his pump-jacks working, 'B': its too hot, 'C': finding Robert, 'D': finding broken pump-jacks}",A,TRUE
"{'story': mc500.test.132, 'question': 3}","According to the Story, What is plentiful in West Texas?","Oil is plentiful in West Texas. When people think of West Texas they think of these machines called ""pump-jacks."" A pump-jack is a machine that pulls Oil out of the Earth. Robert's job is to fix pump-jacks. So he travels to West Texas to see if he can help. Steve owns many pump-jacks and is having a very tough time keeping them working. During the summer in West Texas the temperature can be over 100, which causes these machines to break often. Robert runs into Steve at a restaurant on a very hot day. After they talked about the weather for a few seconds, Steve says ""my machines keep breaking because of this heat!"" Robert says ""Steve, I think you and I are both in luck because I fix pump-jacks."" Immediately, they both travel out to Steve's land and Robert gets to work!","{'author': 3794927112, 'work_time': 1330, 'quality_score': 80, 'creativity_words': [heading, hide, truth, soda, digging, stone, call, win, sand, elbow, doggy, throw, welcome, pink, holding]}","{'A': Luck, 'B': Oil, 'C': Machines, 'D': Restaurants}",B,FALSE
"{'story': mc500.test.133, 'question': 0}",What did Bill put in the ground?,"Bill dug a small hole and placed the seed inside.  Then, he covered up the hole with dirt, and poured some water on it.  It was such a small seed, and it was hard to believe that it would turn into a giant pumpkin.\newline\newlineEvery day, Bill went out to the garden to check on the seed.  Some days, if the ground was dry, he poured more water on it.  After a few days, a tiny green plant started coming out of the ground.  Bill kept checking every day, and the plant kept getting bigger and bigger.\newline\newlineSoon, there were tiny leaves on the plant.  As the summer went on, the whole plant kept getting bigger and bigger.  Soon, he could see tiny fruits starting to grow.  They kept getting bigger and bigger.  Eventually, he could tell that they were pumpkins!\newline\newlineThat fall, the pumpkins were really big.  Bill picked the biggest one and brought it to the fair.  He got a blue ribbon for the biggest pumpkin!\newline\newlineBill's parents had other plants in their garden.  They had strawberries, tomatoes, cucumbers, and many other fruits and vegetables.  But they all started as tiny seeds.","{'author': 3092661071, 'work_time': 245, 'quality_score': 95, 'creativity_words': [toast, feed, toss, reading, dinnertime, afternoon, bug, train, blacking, draw, wolf, dinnertime, picture, toe, calling]}","{'A': A seed., 'B': A blue ribbon., 'C': A pumpkin., 'D': Leaves.}",A,TRUE
"{'story': mc500.test.133, 'question': 1}",Where did Bill get the blue ribbon?,"Bill dug a small hole and placed the seed inside.  Then, he covered up the hole with dirt, and poured some water on it.  It was such a small seed, and it was hard to believe that it would turn into a giant pumpkin.\newline\newlineEvery day, Bill went out to the garden to check on the seed.  Some days, if the ground was dry, he poured more water on it.  After a few days, a tiny green plant started coming out of the ground.  Bill kept checking every day, and the plant kept getting bigger and bigger.\newline\newlineSoon, there were tiny leaves on the plant.  As the summer went on, the whole plant kept getting bigger and bigger.  Soon, he could see tiny fruits starting to grow.  They kept getting bigger and bigger.  Eventually, he could tell that they were pumpkins!\newline\newlineThat fall, the pumpkins were really big.  Bill picked the biggest one and brought it to the fair.  He got a blue ribbon for the biggest pumpkin!\newline\newlineBill's parents had other plants in their garden.  They had strawberries, tomatoes, cucumbers, and many other fruits and vegetables.  But they all started as tiny seeds.","{'author': 3092661071, 'work_time': 245, 'quality_score': 95, 'creativity_words': [toast, feed, toss, reading, dinnertime, afternoon, bug, train, blacking, draw, wolf, dinnertime, picture, toe, calling]}","{'A': In the garden., 'B': At the store., 'C': From his parents., 'D': At the fair.}",D,TRUE
"{'story': mc500.test.133, 'question': 2}",What did Bill pour on the seed?,"Bill dug a small hole and placed the seed inside.  Then, he covered up the hole with dirt, and poured some water on it.  It was such a small seed, and it was hard to believe that it would turn into a giant pumpkin.\newline\newlineEvery day, Bill went out to the garden to check on the seed.  Some days, if the ground was dry, he poured more water on it.  After a few days, a tiny green plant started coming out of the ground.  Bill kept checking every day, and the plant kept getting bigger and bigger.\newline\newlineSoon, there were tiny leaves on the plant.  As the summer went on, the whole plant kept getting bigger and bigger.  Soon, he could see tiny fruits starting to grow.  They kept getting bigger and bigger.  Eventually, he could tell that they were pumpkins!\newline\newlineThat fall, the pumpkins were really big.  Bill picked the biggest one and brought it to the fair.  He got a blue ribbon for the biggest pumpkin!\newline\newlineBill's parents had other plants in their garden.  They had strawberries, tomatoes, cucumbers, and many other fruits and vegetables.  But they all started as tiny seeds.","{'author': 3092661071, 'work_time': 245, 'quality_score': 95, 'creativity_words': [toast, feed, toss, reading, dinnertime, afternoon, bug, train, blacking, draw, wolf, dinnertime, picture, toe, calling]}","{'A': Leaves., 'B': Ribbons., 'C': Water., 'D': Strawberries.}",C,FALSE
"{'story': mc500.test.133, 'question': 3}",When did Bill pick the pumpkin?,"Bill dug a small hole and placed the seed inside.  Then, he covered up the hole with dirt, and poured some water on it.  It was such a small seed, and it was hard to believe that it would turn into a giant pumpkin.\newline\newlineEvery day, Bill went out to the garden to check on the seed.  Some days, if the ground was dry, he poured more water on it.  After a few days, a tiny green plant started coming out of the ground.  Bill kept checking every day, and the plant kept getting bigger and bigger.\newline\newlineSoon, there were tiny leaves on the plant.  As the summer went on, the whole plant kept getting bigger and bigger.  Soon, he could see tiny fruits starting to grow.  They kept getting bigger and bigger.  Eventually, he could tell that they were pumpkins!\newline\newlineThat fall, the pumpkins were really big.  Bill picked the biggest one and brought it to the fair.  He got a blue ribbon for the biggest pumpkin!\newline\newlineBill's parents had other plants in their garden.  They had strawberries, tomatoes, cucumbers, and many other fruits and vegetables.  But they all started as tiny seeds.","{'author': 3092661071, 'work_time': 245, 'quality_score': 95, 'creativity_words': [toast, feed, toss, reading, dinnertime, afternoon, bug, train, blacking, draw, wolf, dinnertime, picture, toe, calling]}","{'A': At the fair., 'B': In the summer., 'C': In the fall., 'D': In the winter.}",C,TRUE
