item_id	para	para_bold	question	opt1	opt2	opt3	opt4	correct_answer 
114	A boy named Pedro was walking down the street one day, and he met a pretty girl in a pink dress who handed him a bell. It was made of metal, and looked worn and old. The girl said, this bell gave me my wish for a pink dress, but in order to keep my wish, I have to give the bell to someone else. Ring the bell three times to get your wish. Not two, not four, but three. When your wish arrives, give the bell to someone else. Pedro thanked the girl for the bell, and when she had gone, he rang the bell three times and wished for a puppy. Soon after, he saw a puppy on a street corner. It was black with brown and white spots. He picked the puppy up and hugged it. Then he saw his friend Alice. He gave the bell to Alice, who rang the bell and wished for a pretty bird. Soon a pretty bird landed on her shoulder. Alice thought the bell was a wonderful thing, and chose to keep it, rather than give it away. The next day when she woke up, her bird had flown away.		What item was not wished for in the story?	A puppy	A bird	A pink dress	A bell	A bell
114	A boy named Pedro was walking down the street one day, and he met a pretty girl in a pink dress who handed him a bell. It was made of metal, and looked worn and old. The girl said, this bell gave me my wish for a pink dress, but in order to keep my wish, I have to give the bell to someone else. Ring the bell three times to get your wish. Not two, not four, but three. When your wish arrives, give the bell to someone else. Pedro thanked the girl for the bell, and when she had gone, he rang the bell three times and wished for a puppy. Soon after, he saw a puppy on a street corner. It was black with brown and white spots. He picked the puppy up and hugged it. Then he saw his friend Alice. He gave the bell to Alice, who rang the bell and wished for a pretty bird. Soon a pretty bird landed on her shoulder. Alice thought the bell was a wonderful thing, and chose to keep it, rather than give it away. The next day when she woke up, her bird had flown away.		Which child lost her wish?	Alice	Carla	Pedro	The girl in the pink dress	Alice
114	A boy named Pedro was walking down the street one day, and he met a pretty girl in a pink dress who handed him a bell. It was made of metal, and looked worn and old. The girl said, this bell gave me my wish for a pink dress, but in order to keep my wish, I have to give the bell to someone else. Ring the bell three times to get your wish. Not two, not four, but three. When your wish arrives, give the bell to someone else. Pedro thanked the girl for the bell, and when she had gone, he rang the bell three times and wished for a puppy. Soon after, he saw a puppy on a street corner. It was black with brown and white spots. He picked the puppy up and hugged it. Then he saw his friend Alice. He gave the bell to Alice, who rang the bell and wished for a pretty bird. Soon a pretty bird landed on her shoulder. Alice thought the bell was a wonderful thing, and chose to keep it, rather than give it away. The next day when she woke up, her bird had flown away.		What was the magic item that can give wishes?	A girl	A puppy	A bell	A genie	A bell
114	A boy named Pedro was walking down the street one day, and he met a pretty girl in a pink dress who handed him a bell. It was made of metal, and looked worn and old. The girl said, this bell gave me my wish for a pink dress, but in order to keep my wish, I have to give the bell to someone else. Ring the bell three times to get your wish. Not two, not four, but three. When your wish arrives, give the bell to someone else. Pedro thanked the girl for the bell, and when she had gone, he rang the bell three times and wished for a puppy. Soon after, he saw a puppy on a street corner. It was black with brown and white spots. He picked the puppy up and hugged it. Then he saw his friend Alice. He gave the bell to Alice, who rang the bell and wished for a pretty bird. Soon a pretty bird landed on her shoulder. Alice thought the bell was a wonderful thing, and chose to keep it, rather than give it away. The next day when she woke up, her bird had flown away.		What color was Pedro's puppy?	White with black spots	Brown with white spots	Tan	Black with brown and white spots	Black with brown and white spots
115	"Justin sat down for dinner with his Mother, who was 40, and Father, who was 45 and Sister as he always did when it was time to eat. He always sat across from his sister, Melissa. Tonight's dinner was meatloaf, mashed potatoes with butter, and green peas. Justin's mother made the best meatloaf. She said that her mother used the same recipe. Similar recipes were made by her friend, her aunt, and sister. But the one Justin's mom used was the best.\newlineMelissa was 7 years old, and Justin was 10. Melissa waited until she didn't think Mom and dad were looking and stuck her tongue out at Justin. What Melissa didn't know was that her mom had seen her and told her that it wasn't polite. ""But mom! I was only playing!"" Melissa said. ""No 'buts', young lady!"" Mom said. Justin shook his head as he took a bite of mashed potatoes."		Who was Justin having dinner with?	Mother, aunt and cousin	His mother, father, and sister.	Mother, father and brother	Father, mother and uncle.	His mother, father, and sister.
115	"Justin sat down for dinner with his Mother, who was 40, and Father, who was 45 and Sister as he always did when it was time to eat. He always sat across from his sister, Melissa. Tonight's dinner was meatloaf, mashed potatoes with butter, and green peas. Justin's mother made the best meatloaf. She said that her mother used the same recipe. Similar recipes were made by her friend, her aunt, and sister. But the one Justin's mom used was the best.\newlineMelissa was 7 years old, and Justin was 10. Melissa waited until she didn't think Mom and dad were looking and stuck her tongue out at Justin. What Melissa didn't know was that her mom had seen her and told her that it wasn't polite. ""But mom! I was only playing!"" Melissa said. ""No 'buts', young lady!"" Mom said. Justin shook his head as he took a bite of mashed potatoes."		How old is Melissa?	45	7	40	10	7
115	"Justin sat down for dinner with his Mother, who was 40, and Father, who was 45 and Sister as he always did when it was time to eat. He always sat across from his sister, Melissa. Tonight's dinner was meatloaf, mashed potatoes with butter, and green peas. Justin's mother made the best meatloaf. She said that her mother used the same recipe. Similar recipes were made by her friend, her aunt, and sister. But the one Justin's mom used was the best.\newlineMelissa was 7 years old, and Justin was 10. Melissa waited until she didn't think Mom and dad were looking and stuck her tongue out at Justin. What Melissa didn't know was that her mom had seen her and told her that it wasn't polite. ""But mom! I was only playing!"" Melissa said. ""No 'buts', young lady!"" Mom said. Justin shook his head as he took a bite of mashed potatoes."		how old is Justin?	40	7	45	10	10
115	"Justin sat down for dinner with his Mother, who was 40, and Father, who was 45 and Sister as he always did when it was time to eat. He always sat across from his sister, Melissa. Tonight's dinner was meatloaf, mashed potatoes with butter, and green peas. Justin's mother made the best meatloaf. She said that her mother used the same recipe. Similar recipes were made by her friend, her aunt, and sister. But the one Justin's mom used was the best.\newlineMelissa was 7 years old, and Justin was 10. Melissa waited until she didn't think Mom and dad were looking and stuck her tongue out at Justin. What Melissa didn't know was that her mom had seen her and told her that it wasn't polite. ""But mom! I was only playing!"" Melissa said. ""No 'buts', young lady!"" Mom said. Justin shook his head as he took a bite of mashed potatoes."		Who's meatloaf recipe did Justin's mother use?	her friend's	Her mother's	her aunt's	her sister's	Her mother's
116	"Anne was a young girl who lived with her grandma. She went to school every day with her favorite red ribbons in her hair. They were red with black stripes. Although Anne loved to wear her ribbons in her hair she saw that not many of the other students would wear ribbons in their hair, making her feel very out of place. So on a cold day Anne took the ribbons out of her hair and put her favorite headband on. Millisa was Ann's best friend; they shared everything with each other and trusted each other very much. Millisa asked Ann,""Dear friend, why are you wearing a headband today""? \newline\newlineAnne with a sad face said, "" I don't want to look different from everybody else."" \newline\newlineMillisa being the best friend Anne had ever had hugged her dear friend and whispered in her ear, ""It's OK to be different and not like everybody else. Why some of us are short, some of us are tall, some of us have dark hair, and some of us have light hair. There is often some of us who even have red ribbons with stripes on them. Everybody is their own person, never be afraid to be who you are."" Anne hugged her friend and placed her red ribbons back in her hair."		What did Anne love to wear in her hair?	Anne loved to wear ribbons in her hair.	Anne loved to wear bows in her hair.	Anne loved to wear clips in her hair.	Anne loved to wear headbands in her hair.	Anne loved to wear ribbons in her hair.
116	"Anne was a young girl who lived with her grandma. She went to school every day with her favorite red ribbons in her hair. They were red with black stripes. Although Anne loved to wear her ribbons in her hair she saw that not many of the other students would wear ribbons in their hair, making her feel very out of place. So on a cold day Anne took the ribbons out of her hair and put her favorite headband on. Millisa was Ann's best friend; they shared everything with each other and trusted each other very much. Millisa asked Ann,""Dear friend, why are you wearing a headband today""? \newline\newlineAnne with a sad face said, "" I don't want to look different from everybody else."" \newline\newlineMillisa being the best friend Anne had ever had hugged her dear friend and whispered in her ear, ""It's OK to be different and not like everybody else. Why some of us are short, some of us are tall, some of us have dark hair, and some of us have light hair. There is often some of us who even have red ribbons with stripes on them. Everybody is their own person, never be afraid to be who you are."" Anne hugged her friend and placed her red ribbons back in her hair."		Where did Ann live?	Anne lived with her parents.	Anne lived with her grandma	Anne lived with her favorite puppy.	Anne lived in a shoe	Anne lived with her grandma
116	"Anne was a young girl who lived with her grandma. She went to school every day with her favorite red ribbons in her hair. They were red with black stripes. Although Anne loved to wear her ribbons in her hair she saw that not many of the other students would wear ribbons in their hair, making her feel very out of place. So on a cold day Anne took the ribbons out of her hair and put her favorite headband on. Millisa was Ann's best friend; they shared everything with each other and trusted each other very much. Millisa asked Ann,""Dear friend, why are you wearing a headband today""? \newline\newlineAnne with a sad face said, "" I don't want to look different from everybody else."" \newline\newlineMillisa being the best friend Anne had ever had hugged her dear friend and whispered in her ear, ""It's OK to be different and not like everybody else. Why some of us are short, some of us are tall, some of us have dark hair, and some of us have light hair. There is often some of us who even have red ribbons with stripes on them. Everybody is their own person, never be afraid to be who you are."" Anne hugged her friend and placed her red ribbons back in her hair."		What was the weather like on the day Anne Chose to wear a headband?	It was a rainy day.	It was a windy day.	It was a hot day.	It was a cold day.	It was a cold day.
116	"Anne was a young girl who lived with her grandma. She went to school every day with her favorite red ribbons in her hair. They were red with black stripes. Although Anne loved to wear her ribbons in her hair she saw that not many of the other students would wear ribbons in their hair, making her feel very out of place. So on a cold day Anne took the ribbons out of her hair and put her favorite headband on. Millisa was Ann's best friend; they shared everything with each other and trusted each other very much. Millisa asked Ann,""Dear friend, why are you wearing a headband today""? \newline\newlineAnne with a sad face said, "" I don't want to look different from everybody else."" \newline\newlineMillisa being the best friend Anne had ever had hugged her dear friend and whispered in her ear, ""It's OK to be different and not like everybody else. Why some of us are short, some of us are tall, some of us have dark hair, and some of us have light hair. There is often some of us who even have red ribbons with stripes on them. Everybody is their own person, never be afraid to be who you are."" Anne hugged her friend and placed her red ribbons back in her hair."		Who was Anne's best friend?	Joe was Anne's best friend.	Millisa was Anne's best friend.	Amy was Anne's best friend.	Beth was Anne's best friend.	Millisa was Anne's best friend.
117	"Leah Catches a Fish\newline\newlineLeah loved to eat fish as a young girl.  She saw fish as good food. But she asked, ""Where do fish come from?""  ""People have to catch them,"" Daddy said."" Leah wanted to know how to catch a fish.\newline\newline""People have caught fish from a pole, line, and hook for a long time,"" Daddy said.""  ""I am about to show you how to that.""  \newline\newline""Let's take a lunch with us,"" Daddy said.  Leah chose some fries with ketchup and a bean sandwich. Leah also like sweets.  She brought some candy bears.  Leah has strange tastes.\newline\newlineDaddy drove to a nearby lake.  It was early.  Leah was yawning in daddy's car.\newline\newlineThe people at the lake had special times for young people learning to fish.  They talked with Leah about them.  Leah was excited.\newline\newlineDaddy took Leah to a small spot on the lake.  Daddy showed Leah how to put a worm on the hook as something to get the fish. Daddy said other like things like grasshoppers, corn, or tiny fish could also get the fish.\newline\newlineLeah lifted her pole and dropped her line in the water.  The small red and white float was there on the water.  It was easy to see that from the blue water and sunny sky.\newline\newlineLeah said, ""Daddy I'm bored.""\newline\newlineDaddy told her that sometimes you need to wait.\newline\newlineAfter a short wait, the float went under!\newline\newline""Leah, you have a fish!"" Daddy yelled.\newline\newlineLeah lifted up her line and took the small fish out of the water.\newline\newline""Daddy, I can catch fish"", she happily said."		How could Leah see her float on the water?	It was red and white and and the water was blue and the sky was sunny	Leah didn't see it because she was bored.	The float was blue and the sky was sunny.	Daddy told her.	It was red and white and and the water was blue and the sky was sunny
117	"Leah Catches a Fish\newline\newlineLeah loved to eat fish as a young girl.  She saw fish as good food. But she asked, ""Where do fish come from?""  ""People have to catch them,"" Daddy said."" Leah wanted to know how to catch a fish.\newline\newline""People have caught fish from a pole, line, and hook for a long time,"" Daddy said.""  ""I am about to show you how to that.""  \newline\newline""Let's take a lunch with us,"" Daddy said.  Leah chose some fries with ketchup and a bean sandwich. Leah also like sweets.  She brought some candy bears.  Leah has strange tastes.\newline\newlineDaddy drove to a nearby lake.  It was early.  Leah was yawning in daddy's car.\newline\newlineThe people at the lake had special times for young people learning to fish.  They talked with Leah about them.  Leah was excited.\newline\newlineDaddy took Leah to a small spot on the lake.  Daddy showed Leah how to put a worm on the hook as something to get the fish. Daddy said other like things like grasshoppers, corn, or tiny fish could also get the fish.\newline\newlineLeah lifted her pole and dropped her line in the water.  The small red and white float was there on the water.  It was easy to see that from the blue water and sunny sky.\newline\newlineLeah said, ""Daddy I'm bored.""\newline\newlineDaddy told her that sometimes you need to wait.\newline\newlineAfter a short wait, the float went under!\newline\newline""Leah, you have a fish!"" Daddy yelled.\newline\newlineLeah lifted up her line and took the small fish out of the water.\newline\newline""Daddy, I can catch fish"", she happily said."		Which of these did Leah like for lunch with ketchup?	candy bears	bean sandwich	fish	fries	fries
117	"Leah Catches a Fish\newline\newlineLeah loved to eat fish as a young girl.  She saw fish as good food. But she asked, ""Where do fish come from?""  ""People have to catch them,"" Daddy said."" Leah wanted to know how to catch a fish.\newline\newline""People have caught fish from a pole, line, and hook for a long time,"" Daddy said.""  ""I am about to show you how to that.""  \newline\newline""Let's take a lunch with us,"" Daddy said.  Leah chose some fries with ketchup and a bean sandwich. Leah also like sweets.  She brought some candy bears.  Leah has strange tastes.\newline\newlineDaddy drove to a nearby lake.  It was early.  Leah was yawning in daddy's car.\newline\newlineThe people at the lake had special times for young people learning to fish.  They talked with Leah about them.  Leah was excited.\newline\newlineDaddy took Leah to a small spot on the lake.  Daddy showed Leah how to put a worm on the hook as something to get the fish. Daddy said other like things like grasshoppers, corn, or tiny fish could also get the fish.\newline\newlineLeah lifted her pole and dropped her line in the water.  The small red and white float was there on the water.  It was easy to see that from the blue water and sunny sky.\newline\newlineLeah said, ""Daddy I'm bored.""\newline\newlineDaddy told her that sometimes you need to wait.\newline\newlineAfter a short wait, the float went under!\newline\newline""Leah, you have a fish!"" Daddy yelled.\newline\newlineLeah lifted up her line and took the small fish out of the water.\newline\newline""Daddy, I can catch fish"", she happily said."		What did Daddy put on the hook for Leah to get the fish?	grasshopper	corn	worm	tiny fish	worm
117	"Leah Catches a Fish\newline\newlineLeah loved to eat fish as a young girl.  She saw fish as good food. But she asked, ""Where do fish come from?""  ""People have to catch them,"" Daddy said."" Leah wanted to know how to catch a fish.\newline\newline""People have caught fish from a pole, line, and hook for a long time,"" Daddy said.""  ""I am about to show you how to that.""  \newline\newline""Let's take a lunch with us,"" Daddy said.  Leah chose some fries with ketchup and a bean sandwich. Leah also like sweets.  She brought some candy bears.  Leah has strange tastes.\newline\newlineDaddy drove to a nearby lake.  It was early.  Leah was yawning in daddy's car.\newline\newlineThe people at the lake had special times for young people learning to fish.  They talked with Leah about them.  Leah was excited.\newline\newlineDaddy took Leah to a small spot on the lake.  Daddy showed Leah how to put a worm on the hook as something to get the fish. Daddy said other like things like grasshoppers, corn, or tiny fish could also get the fish.\newline\newlineLeah lifted her pole and dropped her line in the water.  The small red and white float was there on the water.  It was easy to see that from the blue water and sunny sky.\newline\newlineLeah said, ""Daddy I'm bored.""\newline\newlineDaddy told her that sometimes you need to wait.\newline\newlineAfter a short wait, the float went under!\newline\newline""Leah, you have a fish!"" Daddy yelled.\newline\newlineLeah lifted up her line and took the small fish out of the water.\newline\newline""Daddy, I can catch fish"", she happily said."		What did Leah take with her for lunch?	fish and candy bears	fish, fries with ketchup, and candy bears	fries with ketchup, bean sandwich, candy bears.	fries with ketchup and a bean sandwich	fries with ketchup, bean sandwich, candy bears.
118	"Leah rides her bike\newline\newlineLeah was excited.  Today was her seventh birthday and she picking out her present.  It was a new pink bike with a basket and bell.  It was much prettier than her old red and white bike.  The bell on her old bike didn't ring, and the basket on that bike was torn.\newline\newlineThe only problem was that Leah could not ride a bike yet.  Her old bike had training wheels, but her new one did not.  \newline\newlineLeah wanted to ride her bike, but she was scared.  Daddy told her, ""Leah, everyone is scared at first, but once you try, you are going to learn and stop being scared.""\newline\newlineLeah watched her friends riding their bikes.  First Owen rode by the house and back up the street.  Then along rode Dulce and Ruby.  Leah was sad.  She wished she could go riding with them.\newline\newlineLeah finally chose to learn to ride her bike.  She put on a helmet, elbow pads and knee pads.  She was ready for battle!\newline\newlineMommy and Daddy went out with Leah and watched her start to pedal down the street.  After a small bit, the bike tipped over.  She sat on the road looking sad.   She looked so cute sitting there that Daddy wanted laugh, but instead said, ""Leah, you can do it.  Go again.""\newline\newlineLeah tried several more times, and soon was riding!   She went down the street and back again.  Here came her friends with their bikes.  Leah shouted, ""wait for me,"" and joined them riding down the street."		How many friends did Leah see riding their bikes?	1	2	3	4	3
118	"Leah rides her bike\newline\newlineLeah was excited.  Today was her seventh birthday and she picking out her present.  It was a new pink bike with a basket and bell.  It was much prettier than her old red and white bike.  The bell on her old bike didn't ring, and the basket on that bike was torn.\newline\newlineThe only problem was that Leah could not ride a bike yet.  Her old bike had training wheels, but her new one did not.  \newline\newlineLeah wanted to ride her bike, but she was scared.  Daddy told her, ""Leah, everyone is scared at first, but once you try, you are going to learn and stop being scared.""\newline\newlineLeah watched her friends riding their bikes.  First Owen rode by the house and back up the street.  Then along rode Dulce and Ruby.  Leah was sad.  She wished she could go riding with them.\newline\newlineLeah finally chose to learn to ride her bike.  She put on a helmet, elbow pads and knee pads.  She was ready for battle!\newline\newlineMommy and Daddy went out with Leah and watched her start to pedal down the street.  After a small bit, the bike tipped over.  She sat on the road looking sad.   She looked so cute sitting there that Daddy wanted laugh, but instead said, ""Leah, you can do it.  Go again.""\newline\newlineLeah tried several more times, and soon was riding!   She went down the street and back again.  Here came her friends with their bikes.  Leah shouted, ""wait for me,"" and joined them riding down the street."		What did Leah get for her birthday?	New training wheels for her bike	A new bike with a basket and bell.	A new bike with training wheels	A basket and a bell for her bike	A new bike with a basket and bell.
118	"Leah rides her bike\newline\newlineLeah was excited.  Today was her seventh birthday and she picking out her present.  It was a new pink bike with a basket and bell.  It was much prettier than her old red and white bike.  The bell on her old bike didn't ring, and the basket on that bike was torn.\newline\newlineThe only problem was that Leah could not ride a bike yet.  Her old bike had training wheels, but her new one did not.  \newline\newlineLeah wanted to ride her bike, but she was scared.  Daddy told her, ""Leah, everyone is scared at first, but once you try, you are going to learn and stop being scared.""\newline\newlineLeah watched her friends riding their bikes.  First Owen rode by the house and back up the street.  Then along rode Dulce and Ruby.  Leah was sad.  She wished she could go riding with them.\newline\newlineLeah finally chose to learn to ride her bike.  She put on a helmet, elbow pads and knee pads.  She was ready for battle!\newline\newlineMommy and Daddy went out with Leah and watched her start to pedal down the street.  After a small bit, the bike tipped over.  She sat on the road looking sad.   She looked so cute sitting there that Daddy wanted laugh, but instead said, ""Leah, you can do it.  Go again.""\newline\newlineLeah tried several more times, and soon was riding!   She went down the street and back again.  Here came her friends with their bikes.  Leah shouted, ""wait for me,"" and joined them riding down the street."		Who went with Leah when she learned to ride her bike?	Her friends	Only Daddy	Her friends, Mommy, and Daddy	Mommy and Daddy	Mommy and Daddy
118	"Leah rides her bike\newline\newlineLeah was excited.  Today was her seventh birthday and she picking out her present.  It was a new pink bike with a basket and bell.  It was much prettier than her old red and white bike.  The bell on her old bike didn't ring, and the basket on that bike was torn.\newline\newlineThe only problem was that Leah could not ride a bike yet.  Her old bike had training wheels, but her new one did not.  \newline\newlineLeah wanted to ride her bike, but she was scared.  Daddy told her, ""Leah, everyone is scared at first, but once you try, you are going to learn and stop being scared.""\newline\newlineLeah watched her friends riding their bikes.  First Owen rode by the house and back up the street.  Then along rode Dulce and Ruby.  Leah was sad.  She wished she could go riding with them.\newline\newlineLeah finally chose to learn to ride her bike.  She put on a helmet, elbow pads and knee pads.  She was ready for battle!\newline\newlineMommy and Daddy went out with Leah and watched her start to pedal down the street.  After a small bit, the bike tipped over.  She sat on the road looking sad.   She looked so cute sitting there that Daddy wanted laugh, but instead said, ""Leah, you can do it.  Go again.""\newline\newlineLeah tried several more times, and soon was riding!   She went down the street and back again.  Here came her friends with their bikes.  Leah shouted, ""wait for me,"" and joined them riding down the street."		What did Leah's old bike have that was not on the new bike?	a bell and a basket	training wheels	training wheels, a bell, and a basket	a basket and training wheels	training wheels
119	"The room had a high ceiling and white walls. The lunch was in the center of the room on a stand. The hamster was the first to see the lunch and ran over to it. ""What a delicious lunch,"" he said, ""I wish there was something for me to eat it with!""\newline\newlineThe hamster heard a noise in the corner and jumped up to look and see what it was. It was piggy. ""Why do you need something to eat it with?"" Piggy asked, ""I roll around in my food and that works out well for me.""\newline\newline""I was taught better manners than that,"" said the hamster, ""I would at least like to find a fork to eat with."" \newline\newline""I've heard they have forks in the farmhouse,"" said Piggy. ""The farmers and their kids eat with them all the time. If you want, you can climb on my back and we can make a trip to the farmhouse together.""\newline\newlineThe hamster and Piggy set off on their trip."		What does the hamster want to eat his lunch with?	A ceiling	The farmhouse	A fork	Piggy	A fork
119	"The room had a high ceiling and white walls. The lunch was in the center of the room on a stand. The hamster was the first to see the lunch and ran over to it. ""What a delicious lunch,"" he said, ""I wish there was something for me to eat it with!""\newline\newlineThe hamster heard a noise in the corner and jumped up to look and see what it was. It was piggy. ""Why do you need something to eat it with?"" Piggy asked, ""I roll around in my food and that works out well for me.""\newline\newline""I was taught better manners than that,"" said the hamster, ""I would at least like to find a fork to eat with."" \newline\newline""I've heard they have forks in the farmhouse,"" said Piggy. ""The farmers and their kids eat with them all the time. If you want, you can climb on my back and we can make a trip to the farmhouse together.""\newline\newlineThe hamster and Piggy set off on their trip."		Where do they have forks?	In the lunch	In the farmhouse	On the stand	In the walls	In the farmhouse
119	"The room had a high ceiling and white walls. The lunch was in the center of the room on a stand. The hamster was the first to see the lunch and ran over to it. ""What a delicious lunch,"" he said, ""I wish there was something for me to eat it with!""\newline\newlineThe hamster heard a noise in the corner and jumped up to look and see what it was. It was piggy. ""Why do you need something to eat it with?"" Piggy asked, ""I roll around in my food and that works out well for me.""\newline\newline""I was taught better manners than that,"" said the hamster, ""I would at least like to find a fork to eat with."" \newline\newline""I've heard they have forks in the farmhouse,"" said Piggy. ""The farmers and their kids eat with them all the time. If you want, you can climb on my back and we can make a trip to the farmhouse together.""\newline\newlineThe hamster and Piggy set off on their trip."		Where did the hamster run to?	The ceiling	The white walls	The lunch in the center of the room	The horse	The lunch in the center of the room
119	"The room had a high ceiling and white walls. The lunch was in the center of the room on a stand. The hamster was the first to see the lunch and ran over to it. ""What a delicious lunch,"" he said, ""I wish there was something for me to eat it with!""\newline\newlineThe hamster heard a noise in the corner and jumped up to look and see what it was. It was piggy. ""Why do you need something to eat it with?"" Piggy asked, ""I roll around in my food and that works out well for me.""\newline\newline""I was taught better manners than that,"" said the hamster, ""I would at least like to find a fork to eat with."" \newline\newline""I've heard they have forks in the farmhouse,"" said Piggy. ""The farmers and their kids eat with them all the time. If you want, you can climb on my back and we can make a trip to the farmhouse together.""\newline\newlineThe hamster and Piggy set off on their trip."		What does the hamster jump up to look at?	Music	Lunch	Piggy	Walls	Piggy
120	John Bill Bob lived on a boat in the sea.  He went all around the world, to see what he could see.\newline\newlineIn America, he went to a farm.  There, he saw a barn.  He had some milk from a cup.  The cup was big; Cow filled it up!\newline\newlineIn Africa, he went to the wild.  He saw a tiger and heard it growl.  From the growl, he ran away.  He wanted to live another day!\newline\newlineIn England he went riding on a horse.  He had so much fun, up in the North!  The horse grew tired; they stopped to rest.  It was time to move on, it was for the best.\newline\newlineIn Italy, he wanted a sandwich.  Problem was, he could not choose which!  The tuna salad?  The ham and cheese?  It was too much, he had to leave.\newline\newlineIn Siberia, he spent a winter.  The houses were frozen, he could not enter!  Where did he sleep, what did he do?  We do not know, not me, not you!\newline\newlineJohn Bill Bob lived on a boat in the sea.  He'd gone all around the world, but the sea was where he wanted to be.		What did he do in America?	We do not know!	Drank some milk from a big cup.	Ate a tuna salad sandwich.	Talked with a cow on a farm.	Drank some milk from a big cup.
120	John Bill Bob lived on a boat in the sea.  He went all around the world, to see what he could see.\newline\newlineIn America, he went to a farm.  There, he saw a barn.  He had some milk from a cup.  The cup was big; Cow filled it up!\newline\newlineIn Africa, he went to the wild.  He saw a tiger and heard it growl.  From the growl, he ran away.  He wanted to live another day!\newline\newlineIn England he went riding on a horse.  He had so much fun, up in the North!  The horse grew tired; they stopped to rest.  It was time to move on, it was for the best.\newline\newlineIn Italy, he wanted a sandwich.  Problem was, he could not choose which!  The tuna salad?  The ham and cheese?  It was too much, he had to leave.\newline\newlineIn Siberia, he spent a winter.  The houses were frozen, he could not enter!  Where did he sleep, what did he do?  We do not know, not me, not you!\newline\newlineJohn Bill Bob lived on a boat in the sea.  He'd gone all around the world, but the sea was where he wanted to be.		Where did John Bill Bob want to be?	America	The Sea	Africa	Siberia	The Sea
120	John Bill Bob lived on a boat in the sea.  He went all around the world, to see what he could see.\newline\newlineIn America, he went to a farm.  There, he saw a barn.  He had some milk from a cup.  The cup was big; Cow filled it up!\newline\newlineIn Africa, he went to the wild.  He saw a tiger and heard it growl.  From the growl, he ran away.  He wanted to live another day!\newline\newlineIn England he went riding on a horse.  He had so much fun, up in the North!  The horse grew tired; they stopped to rest.  It was time to move on, it was for the best.\newline\newlineIn Italy, he wanted a sandwich.  Problem was, he could not choose which!  The tuna salad?  The ham and cheese?  It was too much, he had to leave.\newline\newlineIn Siberia, he spent a winter.  The houses were frozen, he could not enter!  Where did he sleep, what did he do?  We do not know, not me, not you!\newline\newlineJohn Bill Bob lived on a boat in the sea.  He'd gone all around the world, but the sea was where he wanted to be.		What did John Bill Bob run away from in Africa?	a cold winter	a ham and cheese sandwich	a tiger's growl	a cow's milk	a tiger's growl
120	John Bill Bob lived on a boat in the sea.  He went all around the world, to see what he could see.\newline\newlineIn America, he went to a farm.  There, he saw a barn.  He had some milk from a cup.  The cup was big; Cow filled it up!\newline\newlineIn Africa, he went to the wild.  He saw a tiger and heard it growl.  From the growl, he ran away.  He wanted to live another day!\newline\newlineIn England he went riding on a horse.  He had so much fun, up in the North!  The horse grew tired; they stopped to rest.  It was time to move on, it was for the best.\newline\newlineIn Italy, he wanted a sandwich.  Problem was, he could not choose which!  The tuna salad?  The ham and cheese?  It was too much, he had to leave.\newline\newlineIn Siberia, he spent a winter.  The houses were frozen, he could not enter!  Where did he sleep, what did he do?  We do not know, not me, not you!\newline\newlineJohn Bill Bob lived on a boat in the sea.  He'd gone all around the world, but the sea was where he wanted to be.		What did he ride in England?	a sandwich	a tiger	a boat	a horse	a horse
121	Once there was a beautiful Queen.  She liked dancing.  She liked singing.  She liked playing.  But the thing she liked the most was eating ice cream.  She liked many kinds of ice cream, but her favorite was strawberry.  She liked it best because it was pink, and pink was her favorite color.  Because she liked eating ice cream so much, she wanted a kingdom wide ice cream eating holiday.  Everyone had to stop working and eat ice cream.  All of the people were happy with the new holiday.  It was summer, and everyone would rather eat ice cream than work.  The queen wanted to see what the favorite flavor of ice cream was in her kingdom.  Everyone got to say their favorite flavor.  159 people liked chocolate.  67 people liked vanilla.  382 people liked strawberry.  The queen was very happy that everyone liked strawberry as much as she did.  The king was not happy.  He liked chocolate the best.  He wanted to get rid of all of the strawberry ice cream so that chocolate could be the winner.  When the queen found out she was very sad.  Then she had an idea: chocolate strawberry ice cream.  The king liked the idea.  All the people liked the idea.  A new ice cream flavor was made and everyone loved it.		What was the queen's favorite flavor?	Chocolate	Caramel	Vanilla	Strawberry	Strawberry
121	Once there was a beautiful Queen.  She liked dancing.  She liked singing.  She liked playing.  But the thing she liked the most was eating ice cream.  She liked many kinds of ice cream, but her favorite was strawberry.  She liked it best because it was pink, and pink was her favorite color.  Because she liked eating ice cream so much, she wanted a kingdom wide ice cream eating holiday.  Everyone had to stop working and eat ice cream.  All of the people were happy with the new holiday.  It was summer, and everyone would rather eat ice cream than work.  The queen wanted to see what the favorite flavor of ice cream was in her kingdom.  Everyone got to say their favorite flavor.  159 people liked chocolate.  67 people liked vanilla.  382 people liked strawberry.  The queen was very happy that everyone liked strawberry as much as she did.  The king was not happy.  He liked chocolate the best.  He wanted to get rid of all of the strawberry ice cream so that chocolate could be the winner.  When the queen found out she was very sad.  Then she had an idea: chocolate strawberry ice cream.  The king liked the idea.  All the people liked the idea.  A new ice cream flavor was made and everyone loved it.		What was the new flavor?	vanilla chocolate	chocolate strawberry	chocolate caramel	vanilla strawberry	chocolate strawberry
